2828544,4660631,2307841,1155409
1578580,3901299,1955512,230556
4599983,1429493,3180612,4349184
4437690,2127894,2821983,597891
4454455,2492905,4821328,3139703
973877,1752971,1173731,4810435
94745,4674231,3196953,2150166
4896863,3153422,2665032,1754173
2820201,2732908,4903075,718375
3681717,621367,4523489,3584302
1257115,1295418,3148404,907141
1849849,2953367,1701922,1402612
1801293,86590,1820598,728282
4441147,1928361,3326629,2330700
206042,4851284,4365047,3545744
550812,1994391,2458076,620190
2053230,4701382,1150148,640385
964496,2109996,491334,2290255
2675966,4472775,3515903,475975
2256349,584814,4883536,3622289
4672326,2208136,1748075,4992978
2730362,319283,3473807,3130236
4355756,4046560,2377569,1417296
1672326,1778346,2533507,1858386
490231,3024449,949615,669585
368981,4057935,3484878,458978
1121860,2267739,85558,2686724
3932827,396118,1506260,2995253
83020,1528420,2861066,735612
4703445,341011,3394345,3755881
799095,3124331,989233,1050065
4069370,4885528,160890,4926658
1692982,2419424,1239733,2908785
3511069,2944045,1706483,3578028
4312284,1758058,4881909,2709195
4305163,2015543,730469,4520266
370732,141206,4607893,1441750
994226,4387207,698717,4044885
1110949,2876190,4481813,939282
2993674,322121,2911196,2080173
3758412,4628831,1732815,2553841
4938672,3467907,1602410,1719101
1337096,1639923,1753835,3497485
3331778,4335705,988638,3218601
3686578,4543969,2070674,4063981
1236529,2245570,3272057,3459716
3479902,1556917,3301301,2895427
1358255,4207900,2931010,1165572
569597,1590450,1834500,4837732
3502485,1649494,1630123,4368460
2234708,1428185,4494047,668015
768659,4520235,3113678,1798680
2329791,2374334,1500874,2040513
3106987,732171,2312211,370142
2746779,4818988,1985683,845189
1224047,193177,1095895,2510007
4376405,4361646,3456599,684565
815668,2763405,920696,3720946
1213726,1346025,3219542,4743794
1875266,2668363,2347597,638907
1367491,248109,651106,1880910
1228891,2579805,4488160,212568
4943220,2331596,1790108,18172
988706,4149080,4273633,4191028
2577518,4892432,1049160,934153
1254989,1725508,1155078,3066392
1771650,2370053,3686335,1579727
3001178,2655305,2644341,4630441
4171626,4618637,2596345,2836185
897649,3885687,2474866,1078275
3102244,193833,2875941,2387610
2206339,66687,4650657,4192760
3857366,1425469,4774710,375617
3708729,1875452,155692,2499100
2165464,33803,3094876,3453722
980851,4972386,3719822,3993512
2968932,540500,2451341,3708930
4768025,2007737,2419426,211829
4460517,2488916,441587,2275123
2025615,2716530,156345,1604610
721164,4464476,2556286,2821094
2964710,4231190,111222,4890232
2500884,2447340,3575352,3864469
2571611,3755366,1985804,2030999
3797079,3522324,4106007,4152601
3669825,3610555,1316999,2411932
2667286,1893325,113710,1390777
318919,167910,2523799,951409
1293983,3302341,81374,806842
1381139,3983263,218557,1227343
2116013,1377209,1911325,1368338
2171423,3707183,1936839,2032817
1785027,2069428,3679965,4772290
3677953,1385140,1750298,1967722
519128,2365136,3566641,1192396
2179577,2362772,395428,369801
3009430,3806259,3667749,1441570
318204,759973,3737258,4648088
4583684,713230,2676198,4447398
1375788,3203362,1168220,184992
2977479,2178962,266344,1921101
2187593,3110323,1288269,3376233
1832724,2843394,1386871,1153279
1617895,1748353,4707656,1742760
1287164,2010383,716334,769757
3423332,226561,1084418,3948140
4874612,1758846,1709960,4080572
2321644,184637,3832611,4488814
3205931,4169729,436786,1263974
2753817,2349838,2022188,3212108
3770220,1506755,4039728,4368275
1761526,1170731,3074212,3442940
2796715,4096279,3033542,969691
436807,1866973,2561307,3550840
1019291,4765182,901759,325835
3445477,1559779,4728200,3457231
3239810,1499502,3350356,2440639
700326,3861713,2574041,2731484
4016493,455409,189609,4921060
2883821,13695,1194560,4051010
133195,2847196,1464611,472359
3043349,3754757,2785876,3246828
4384033,2641704,4717198,2277713
2539576,1017394,1662864,4230439
4140444,3823413,2824984,4199620
613150,4249750,4306447,233975
4865958,2523528,1519683,4214772
2408997,41625,288330,714216
574502,2430333,82226,4469925
413028,3065946,2506654,29218
2896962,250421,4832624,4856172
3389459,4735136,2403420,3723023
3373491,4810450,2224489,1112380
4599789,1037320,1664637,1954743
4736206,3176069,1000280,4800394
2538518,4898956,3516839,116726
4181450,512715,4896928,569874
3905445,4703692,346440,3035171
4258391,1731814,3467279,3638048
480120,4734188,1858634,1566212
2651260,3861606,221312,2347913
3153355,3299900,4755373,1156932
820192,4505567,115818,1279895
4466681,2789838,499395,4290829
110398,2935382,3819642,1315899
3862339,3913441,3362808,2705824
2792412,269180,1943779,4141094
3043993,2575400,382213,2726966
2932529,4618607,1363890,4550792
630932,3879893,1413374,4241965
3670049,1664347,4024323,1730607
2880070,2809356,3960582,4031679
2133401,1279412,3978900,2939092
1395616,1910775,1508377,774433
2895950,925174,1462415,1558128
4035320,4050144,3130653,3639922
2130199,513395,1264884,4704178
1335537,4756979,3394877,3210424
3972574,3708484,2324376,3459773
889659,559757,2018093,958861
4242829,760341,2855456,871807
3260377,1404495,3678102,3255075
105546,1609,4794680,4263152
2220834,629706,3797381,4117518
325627,2486825,3352017,4251205
3259626,292141,4343416,3954400
3586789,1752532,2956422,663219
951579,1744438,3719249,1743887
214536,4012937,3019461,2203015
3690225,4429731,2488672,1358062
1001086,3924617,4474613,1243414
4945980,4032329,2011598,1835869
2816722,2860689,4604621,1850106
3204266,2795601,3862653,396613
2904916,1836612,783982,2118860
614567,4162968,1129512,3656370
4678775,937594,196243,1702289
829646,1500377,2311448,3791256
641572,159890,2539443,306348
4827075,2174607,616250,1632895
1223906,1904207,2432638,122916
2965298,218170,24401,942767
3086222,3630509,1280260,3949939
2909625,1167764,4128487,37399
337369,578297,3727668,2691547
2324890,531817,1674176,2393312
3679209,3759872,4848092,3288326
2497589,1172495,338826,1840110
4778839,1792293,2298562,777749
3131957,1628485,4503133,1845437
4982489,36288,3976344,957444
4034660,4079696,1473916,1253542
2498047,261903,289899,4775975
1140635,864012,1420942,3541700
2712139,1601531,163622,2098138
675066,4337974,1055762,4340069
3902671,3426926,4909177,225555
2110485,4264243,1036438,516960
3951000,1061657,1408301,2589948
3978797,3200338,576267,3095508
4921705,1937594,2264114,2021343
1640087,1152044,4129417,1939773
161048,4782865,3602367,3798243
17554,2316098,28551,1402352
1854978,295931,4675438,235984
4606760,870218,4202538,3291461
1052294,4359628,1988049,1798604
3866648,4365420,1768679,1740242
818771,3308107,2613380,2746544
727834,1444774,671129,625994
703141,4919517,4405710,3974810
749330,763928,1578560,334455
2463325,4805377,3729972,4213263
3433040,3330735,3850962,3507863
1274262,4871223,1912293,2266293
4439764,1019733,936282,2452659
3535956,4928595,4194984,3817133
3702747,3178174,1762382,2269040
628145,1125318,4864315,4722704
1911400,4329395,1380933,4416273
3936615,3538482,1826911,3849349
1800500,2373734,3278616,1617581
546171,2793788,1618491,748657
752606,45705,4651225,696428
109970,3796354,3549684,3477055
1986861,1808225,529344,1147494
3316890,4857577,892749,1328361
4291315,97735,2240850,4260116
4824659,1744430,4182916,1478239
4409696,2103144,3273034,150692
1124135,3250815,4097245,184090
2847222,4621876,436928,1071447
809772,441350,4295498,267475
4518633,4858123,2925957,3750463
3783923,1344945,1729382,1951629
4384771,3462306,3107193,4459818
1833330,307187,2285041,1236128
2542561,4231782,779788,3234824
1442696,3806320,237858,4083333
3456622,3094686,944386,321024
1857338,1545373,1907819,3844304
3795960,3195739,3735436,2993341
4403090,4450496,1780708,1817977
3656963,1776712,2698220,694902
856182,2272448,1331213,2250488
3509360,3546983,4236213,4336829
2723158,3583126,4779424,4294153
207944,2413448,3703161,2082260
2671310,1453186,2731100,1982721
559611,4567443,2885071,2486345
2408617,1828295,4750519,2794022
1096703,4680754,918477,1021667
3964160,515821,3457501,391993
233114,3866285,4756252,4139978
2382535,503608,3905169,4496004
3000035,157918,2774108,1031130
2310231,3754057,4852908,1846308
4870582,4428022,4553936,4586358
25814,2522944,1016327,806028
1227520,4596004,778148,4279628
578730,2165,4782204,2769255
2054580,4620181,3399201,4633871
768893,3566550,3355019,4646656
4777862,607565,3949358,194035
1213644,3482019,4308685,4583520
4501205,4056075,4984614,4744571
185610,2710345,1704414,4890539
4415176,4596557,1195430,982440
1046924,3393393,1880675,3857439
2268899,2272598,3003571,979790
341731,3999256,48934,2726597
2232022,721583,3004674,3461755
542676,520131,3248120,3979559
4789217,1074614,3023988,3623634
1700124,2508954,2785614,3071626
2108183,4362246,4016623,99567
379381,688033,1010293,1572860
4639026,3541041,4190727,1027374
2528717,425051,2083859,1187618
619496,2658233,95266,735432
1697444,464737,2079393,3192491
4417539,807397,3249989,772907
1701229,3812578,4104366,2419290
853744,4481523,3098436,1155847
976661,1381526,2868305,4781374
3039921,952207,774651,1377234
2732270,3479652,2511048,264144
1741019,2824137,4448482,4405417
3110445,3230678,681215,4035236
662632,4665012,2667128,3517405
2590388,1763639,3033681,2944302
4286612,4366231,3056400,2866251
786986,2020340,366264,2155229
140324,1813597,4302923,140780
3954229,1378861,3476165,251678
2189771,2338634,4945141,4411615
1994169,2004525,4900266,159020
4649494,4974661,4788954,483680
3823078,4468653,1381003,466283
500585,934160,4914896,1091653
3578175,2721167,3007447,4075079
57505,1300770,3367683,1673291
4883308,4422359,647990,2908508
2618417,2744870,1079764,4051062
1958579,1265871,2854344,2450778
3224081,2048791,1000850,4682840
4544399,4909591,2955732,1121034
3709622,1746328,263558,2395489
4746236,901910,845177,2384106
3182919,2278999,2456681,1366525
1753773,779751,4191454,3796161
3391737,3419988,2472873,3188120
951812,2131599,4823206,964776
2734164,1734812,4663125,66108
2787413,3497107,4955383,4466445
4598798,1006021,4839039,2169551
4951663,4805031,342439,2405668
1754080,4135903,3964300,1922871
2178229,1424246,24771,2576492
1514664,4383731,2711718,1084973
2170488,3043334,1659270,1661224
238049,2038786,453231,2335078
216372,2723284,1580311,3563707
4552919,4143759,3074049,2535023
667852,3865966,221757,543454
4744458,2269429,1747572,2326821
558528,4707361,4194982,3801582
1159086,3295299,1622922,4331769
2039394,1490856,1607988,4057391
2207247,3465777,1114120,4411185
1644111,3811525,1030060,2758860
2545665,2688306,4783868,4857374
4398309,2917954,17009,3333484
4530677,4392243,734789,1793094
426864,4220507,3637240,1905813
867645,1362171,976079,123671
2650959,1056275,1666828,4456652
1885211,3602365,4027428,3110164
4084025,298331,1302248,3460465
2317564,2205172,4594968,30153
1311709,1568679,4473586,3753406
3965653,2243214,75677,922616
1787210,1383224,4289132,1270168
154025,909247,3139470,559828
2214740,2883787,4282292,858284
2532547,733315,3294138,2223475
2360646,3807671,3171301,398271
1410275,2219413,724833,609441
2183817,3451309,4675579,37582
4310391,2063342,1435961,877426
3833109,4743244,2493591,2911083
