1092099,1895810,3863188,1554098
4173963,816748,720418,4849920
1894264,2211092,545954,1065059
786519,1212160,3436657,1145022
874647,1408139,172302,1191166
2166657,755438,125462,4029725
4171449,1692092,1102695,901189
311161,1557505,2565344,1441707
4251662,1784141,3434754,2178612
715807,1590304,538717,2576308
912337,3285435,2033914,4381637
2032648,301011,1389184,728439
4528277,873860,1636701,2199097
3239571,1666038,4055957,2500258
1839327,3091515,575196,1571537
1921538,2627141,2756633,58572
3044545,2731365,1716693,114176
3551976,2791272,444878,4253165
4488442,52825,2360929,1090404
452569,3959839,2711678,1930726
55912,4671680,2198763,4474109
3209388,4489298,552225,709803
4448920,585165,783924,3828300
4491068,3574144,3362475,812837
1594169,4450433,4253320,2460202
4836243,1615036,1262776,4503167
870144,3004742,275707,4205277
3124024,3917208,3425525,2045039
2028718,4935155,4592402,97722
470510,668416,1493095,4557680
3534223,2754074,1352070,1379218
821683,851799,1022196,4194168
1662179,4288173,836634,2513378
548145,964111,3369851,2112253
2992043,1763246,1304603,3457001
4084635,4450152,266308,4367460
1253275,3277844,3411479,2890651
4284932,2064834,173664,1211176
3119163,78714,663631,855881
3004416,3297056,525771,137409
3914328,2229655,608035,1541558
3677237,2125279,2316186,2360806
3823629,4919686,1788666,4475915
4436615,1261668,3566241,4677702
2181693,1832801,5837,947817
3235991,2384234,1140676,2973013
1036125,3604245,473966,4317588
1544849,3633826,1309084,494841
4684719,4912276,4520824,3216395
3905387,970913,587391,2105873
3575448,1022723,4209187,2662495
924961,1841354,3529194,4717870
2565655,111606,3048173,2904479
4668645,3165877,300503,1203964
4839174,3099750,1378495,2722611
3410498,34254,3949949,2181960
4734902,3443832,2725591,4003579
2306864,3272505,1439593,852038
3427981,2030697,1064311,2531397
2099936,2188050,3238995,4277396
1527060,4525729,768916,3294773
935620,873785,3823144,3582866
4245131,4294581,3008933,1320233
1707853,1163884,4501998,4801793
664355,1153695,680603,3980364
1537586,2362960,4852420,1934750
810194,1161453,4252029,2467022
4185636,360062,1464453,4927393
1496992,1170198,2617088,2162403
1843246,2135484,1453096,30667
2178177,2009294,487788,1263563
3710430,4612057,761494,448211
2241069,4129336,322838,2446921
2789950,769871,59729,1398378
783854,2651603,1312961,2504689
1943006,127846,4068868,2577831
887859,4991117,2957179,204852
1354063,4865756,677152,3433954
2615347,2873409,572297,3516194
3244755,4186741,703133,1577399
2731279,4892921,48257,4323189
3315010,2372089,3075119,211604
304614,3412210,2240058,2976223
4993607,351464,4065823,1633707
4146748,2926594,856189,705980
4686146,3735610,710804,706783
654913,1762125,2693089,4261982
2323088,1486050,3552883,3203431
1523542,765346,237029,1067163
667921,2673865,4826867,4280661
1660170,321303,3320535,636975
2314669,2735990,4677603,2298764
4549515,3913134,2736781,1792234
2040003,37111,3985425,3077591
1802523,3352087,1357828,1626668
1343272,2336087,1207076,2220345
4986161,1795034,4944701,2918927
4574282,1244852,1512803,2526099
2095710,31189,2879494,3408771
3254019,2038341,2415531,4581182
1151535,3941589,1508213,2735073
1063362,3870096,384056,624229
1387605,2386076,1599334,1647282
1773362,965940,2888543,3771479
4546199,1383443,4446613,485769
3671650,849188,3134456,1495149
505767,1853499,2139216,4679872
4817092,1740880,3502078,2322320
957794,737528,4684274,1511085
587031,4149732,4498301,1902944
3768146,4061135,4039969,1886058
1953053,2682061,1920087,27818
141484,334746,1635792,275955
4147817,1502545,2101930,4919814
4639426,4393799,2747750,3452904
4356895,1884362,1694784,2083450
2115745,1679202,2551594,1719786
2938538,975330,1992690,4342611
182295,3790103,1280297,4607046
4151668,1710593,4585852,4981471
1543218,4578921,2625011,1639800
3499037,1457258,2259400,2415889
3248196,1413384,4129970,3661439
298306,2622406,1690168,250083
1053700,1961914,325053,1394647
1274727,3224551,3250631,2959695
564824,4362575,779134,3516232
1181014,4330890,4854523,60646
1932115,1072130,3443631,3624872
2256634,1982470,3338996,1210908
786971,2051613,1271745,1099607
3860209,4791549,4659960,729023
3652312,4206958,1363563,1912207
796696,1927027,2217618,263435
934732,1650663,1744074,1559321
4579661,2946452,1457819,1786596
3571990,4116449,1202205,3596761
4551447,1312372,3294227,3227084
515020,4022605,1098875,3498559
3636391,4531689,4292251,3582488
4224283,1285585,1192129,3575464
1011506,3865463,1608350,15428
3297166,2514735,4927732,769350
4527841,2387877,2901407,4852981
869655,4025629,3364209,3384129
660761,1325794,1257618,1541521
625889,1031590,4781908,4277473
1104451,4472780,4070705,1129043
4635225,2955968,3643514,4139430
1782939,4251570,1416238,2340692
4323749,939867,3984941,4308222
3067476,3457913,4842211,2131015
4687749,4297832,423008,65920
1077320,458835,1273613,2543060
1146845,2240664,2216784,1205047
2235259,4464566,1602442,2098912
2219120,674866,1714181,4250490
89762,754768,188902,483487
1999947,347523,3522055,1619801
2757683,525744,4447949,692086
4281899,401095,472908,2230559
1637951,1705033,4988876,2441675
1831355,2356279,3948155,2717628
3404956,1026192,141965,1899625
1222517,3768370,4694046,2091744
4011623,2820441,407397,4518594
4706775,2188383,3470795,765403
2610433,3224307,3588388,1116092
2045363,2860287,623834,2002055
4098797,4818462,1296014,3549228
721508,331816,3607233,4829756
2064389,2100358,1294570,3140973
4126303,2473278,4053217,4596475
1079565,3096616,1882673,1371676
639919,649000,3537411,3138478
2574483,2210795,2995116,2866246
4222911,4117490,4875047,2083002
4381942,2520315,1859048,3810239
2809209,4079597,3356841,4969769
3289220,1647768,1833489,590615
74979,1487908,2216435,1915814
2385735,2885863,378386,1692057
4123648,1015679,4473500,2505378
4792781,3292747,4047394,13110
2412200,1351313,4570268,950557
3458504,432001,3995819,1365935
2356923,1261914,785694,3071289
1617098,2620320,3470740,2914517
2084551,3070624,183202,902450
1329630,1226311,1846842,3728736
1669555,1344365,974296,2513121
1641319,4000944,791799,1893558
2604338,4154184,3766361,4730549
3410608,4641117,3436159,4154718
1639635,371021,3853514,4383335
3942550,2687678,3046493,957487
4840116,3066848,3468204,1004839
2350890,2620219,4402812,1576656
4528637,3411354,992942,2405333
4627795,357592,4942194,2703407
3689721,1346052,4567632,2543438
4624845,835229,4271919,1413430
1365538,1450310,819210,4620652
3517538,4698805,4017411,109823
4960391,3610431,2803570,1303068
3563412,3158748,930204,1574658
3332373,3402891,2626132,1997765
1146830,2029408,1990631,301560
889808,1629151,1789036,3905520
305750,4187615,4767751,3622860
3628312,3484703,1809501,3684247
3262703,2080829,3177388,4408239
2509556,2529701,108314,2888323
4172544,445891,3869229,2543263
4614820,1348876,3093165,3057716
2011243,3617493,3908023,2413301
4795184,4880065,2572799,2523463
1791242,3594079,3043193,3605623
2108300,4397169,2968928,4469710
2856858,542454,2363032,4712147
876541,1715608,4580676,4303306
2746405,381451,2534937,1768284
2086963,710806,4157472,359290
1742743,1654084,2847686,895881
4878441,2393457,1607282,4639255
3446253,2494867,2576547,2854809
1477161,2422529,2285460,4684509
2628389,437352,3369718,1407546
3523608,891328,4353248,316215
1234069,635902,2259288,3935367
4305582,2769189,3508215,3271357
1764253,788103,3563980,186214
2887692,4362380,558432,2250132
34251,1531928,4777506,2897210
3097689,2609203,461031,2602313
3640427,4172257,2572763,3436266
1538024,4958645,1322929,280092
655623,2092978,2398858,1754557
3050247,1630817,2290858,1402629
2828567,2977592,3089315,4203105
2572602,379085,114269,3803697
4769132,1687608,4987698,1164519
3576710,4085016,260688,98827
3590258,4694625,4956002,3397402
2619594,3053046,4203825,3883973
3096443,2615346,1950571,3993451
3686301,4430587,2167570,341708
855021,1863783,4059192,4587243
4245325,1389652,82079,2298455
434220,4593732,1258786,4566690
1506731,3375615,2409252,4169761
649417,1260347,3852950,190867
1372939,2774415,1035465,341727
4289661,1195547,3342758,4986484
4185845,3348442,4196505,69996
3713825,2590859,963735,1188269
3077481,2477046,4119918,676454
1557029,541197,1190597,1562468
2107532,1015244,2928548,3239750
204068,3443891,3857183,218808
3790358,1945522,1025893,4475771
1277506,3568525,1386619,4165831
2429681,1671179,1859102,2903150
1000647,3882894,4033886,1971263
1135905,1703516,3196129,960250
795816,934844,3422613,2676085
3667482,3197485,96456,1467781
1268820,4600059,2739597,2867627
518354,3592239,564642,3929281
1340277,4483970,3186150,2130263
546478,2241397,3810045,2981455
1854928,2702720,1896837,3927419
1157391,3253279,3139449,4841986
4490387,2708919,2736408,2123838
2872947,4474403,4932572,4636951
3332983,4769516,305067,4377850
2450240,4897964,1785988,4371707
4829982,886929,4506401,99918
168183,381267,3689778,776828
3885789,4041420,1041818,3216878
4490563,4889360,4579125,1980295
911926,3349072,4489621,532799
412227,3594886,4764273,4770543
2956874,1774722,2124216,1853179
3433041,2231143,3680270,1658325
2521366,4605894,244097,4544275
2558677,596093,1293040,1828668
4409520,570206,1198381,1044206
2666378,1755344,2834351,3542445
739394,4922118,1289271,1832207
2787212,2769639,2399424,1686146
501707,3227329,1862973,1270939
3799129,4557745,3314446,2020024
2901806,1464679,3364906,2832693
2204119,4859705,878983,4181529
2835255,1862783,4720285,3216710
749821,272574,2579781,2611061
4445413,854941,3308840,2419461
3845115,1015591,649686,2893157
2443128,3926327,986663,3616333
3554012,32109,1559752,4800808
4886555,3828009,3188629,175341
3776112,3503738,1056620,4185096
4633943,2944413,1724447,4937798
467369,3835213,3228680,1657301
4906484,162419,4955400,4335422
91913,2327756,2156687,3149038
2846659,4017058,4488651,3015673
250732,111118,1467842,3932606
3273824,3578504,2449467,2611699
4975790,671011,3070820,3689654
3696308,1583691,148397,3411753
3082973,4274093,2943593,497580
3716581,519799,3060384,3471741
1672407,2180365,4289433,2452065
3870794,4602864,3478340,3562220
3697337,2153503,4632198,2567820
4665981,1449994,548604,4520322
3785928,2248215,4227476,1757488
1882250,3646635,37175,3787620
2486683,1293769,833711,3268597
691158,3092869,349510,1499676
3989502,4515515,4219168,2739212
2530172,3670527,1774269,310832
2501287,2393724,3267213,1675193
3818140,3016973,1379766,3044768
1164107,2395727,2237160,2217791
1287803,251487,2804722,4656184
4073652,2343132,2574810,640720
2221447,4432904,982049,4456675
4094746,3931060,4634032,4465492
433994,1088572,3974541,544744
1404503,2279847,1667948,892483
2777109,1400350,2268988,4682737
2044068,863234,478364,3877397
154924,4556049,4655047,4889921
3704672,3815535,3161135,3116802
